species;eu_status;google;scopus;EASIN_Id;Status;TER;FRW;MAR;EST;habitat;worst_100_world_ISSG;worst_100_Europe_DAISIE;mentioned_in_EU_quarantine_species;partly_native
Callistemon rigidus;NO;2856;202;R02562;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Callistemon viminalis;NO;6686;855;R02563;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Callopistromyia annulipes;NO;891;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Callosciurus prevostii;NO;1395;43;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Calocedrus decurrens;NO;4267;309;R02580;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Calycanthus floridus;NO;5267;86;R02596;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Camassia leichtlinii;NO;3855;89;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Camelostrongylus mentulatus;NO;0;62;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Campsis radicans;NO;7329;728;R02680;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cancer irroratus;NO;981;1901;R02688;A;0;0;1;0;Marine;NO;NO;NO;NO
Cancer pagurus;NO;3442;4804;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Canna generalis;NO;2724;321;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Canna indica;NO;5765;2231;R02696;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cannabis sativa;NO;15123;19422;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Caprella mutica;NO;468;254;R02720;A;0;0;1;0;Marine;NO;NO;NO;NO
Caprella scaura;NO;0;222;R02721;A;0;0;1;0;Marine;NO;NO;NO;NO
Caracara plancus;NO;2376;337;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carcelia iliaca;NO;0;5;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cardamine graeca;NO;0;49;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cardamine zahlbruckneriana;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cardiospermum grandiflorum;accepted;1044;128;R02783;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cardiospermum halicacabum;NO;7497;1257;R02784;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carex grayi;NO;3102;21;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carex loliacea;NO;0;16;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Carex muricata;NO;1197;71;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Carex muskingumensis;NO;3230;11;R02827;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carex pendula;NO;4841;354;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Carex praecox;NO;673;60;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Carex scoparia;NO;536;127;R02834;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carex tribuloides;NO;0;10;R02838;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carex vulpinoidea;NO;1933;20;R02842;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carica papaya;NO;10314;20568;R02843;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carpelimus gracilis;NO;0;5;R02853;C;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carpobrotus chilensis;NO;1598;36;R02861;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carpomya incompleta;NO;0;7;R19570;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Carupa tenuipes;NO;0;18;R02904;A;0;0;1;0;Marine;NO;NO;NO;NO
Caryopteris incana;NO;1592;244;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NA
Caryopteris incana x mongholica;NO;0;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NA
Cascabela thevetia;NO;3088;126;R18985;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cassiopea andromeda;NO;4326;341;R02915;A;0;0;1;0;Marine;NO;NO;NO;NO
Castor canadensis;consideration;4973;3076;R02919;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Caulacanthus okamurae;NO;0;14;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Caulerpa taxifolia;NO;4694;2563;R02956;A;0;0;1;0;Marine;YES;YES;NO;NO
Cedrus deodara;NO;8719;2694;R02974;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Celleporaria brunnea;NO;0;40;R16572;A;0;0;1;0;Marine;NO;NO;NO;NO
Celleporaria inaudita;NO;0;2;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Celleporaria vermiformis;NO;0;3;R19408;A;0;0;1;0;Marine;NO;NO;NO;NO
Cenchrus alopecuroides;NO;0;19;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cenchrus setaceus;NO;627;8;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Centaurea benedicta;NO;0;11;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Centaurea calocephala;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Centaurea macroptilon;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Centroceras clavulatum;NO;0;133;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Cephalothrix simula;NO;NA;NA;R19112;C;0;0;1;0;NA;NA;NA;NO;NA
Ceramium botryocarpum;NO;0;60;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Ceramium cimbricum;NO;0;22;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Ceramium circinatum;NO;0;2;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Ceramium sungminbooi;NO;0;12;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Ceramium tenuicorne;NO;0;470;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Ceratitis capitata;NO;6047;11309;R03152;A;1;0;0;0;Terrestrial;NO;YES;NO;NO
Cercidiphyllum japonicum;NO;4932;551;R03177;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cerinthe tenuiflora;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NA
Cerithidium perparvulum;NO;0;10;R16573;A;0;0;1;0;Marine;NO;NO;NO;NO
Cerithiopsis pulvis;NO;0;4;R03202;A;0;0;1;0;Marine;NO;NO;NO;NO
Cerodontha unisetiorbita;NO;0;3;R03213;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ceroplastes ceriferus;NO;0;108;R03214;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ceroplastes floridensis;NO;NA;NA;R03215;A;1;0;0;0;NA;NA;NA;NO;NA
Ceroplastes japonicus;NO;0;168;R03216;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cestrum aurantiacum;NO;2184;51;R03231;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chaetodipterus faber;NO;0;186;R19959;A;0;0;1;0;Marine;NO;NO;NO;NO
Chaetodon auriga;NO;1872;88;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Chalybion zimmermanni;NO;0;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chama congregata;NO;0;12;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Chama pacifica;NO;0;41;R03287;A;0;0;1;0;Marine;NO;NO;NO;NO
Chamaenerion dodonaei;NO;0;7;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Champsodon nudivittis;NO;0;53;R03329;A;0;0;1;0;Marine;NO;NO;NO;NO
Chanos chanos;NO;7131;5452;R17450;A;0;0;1;0;Marine;NO;NO;NO;NO
Charybdis feriata;NO;443;120;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Chasmanthe aethiopica;NO;1015;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cheilodipterus novemstriatus;NO;188;31;R16579;A;0;0;1;0;Marine;NO;NO;NO;NO
Chelicorophium robustum;NO;0;14;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;NA
Chelone obliqua;NO;2292;20;R03364;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chenonetta jubata;NO;0;102;R03374;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chenopodium preissmannii;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Chenopodium reynieri;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chlorophorus varius;NO;533;7;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Chlorophytum comosum;NO;6720;759;R03505;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chlorurus rhakoura;NO;147;11;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Chondria curvilineata;NO;0;2;R03516;A;0;0;1;0;Marine;NO;NO;NO;NO
Christella dentata;NO;961;36;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chromaphis juglandicola;NO;0;92;R03537;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chromodoris quadricolor;NO;0;76;R03539;A;0;0;1;0;Marine;NO;NO;NO;NO
Chrysanthemum indicum;NO;5039;3069;R18582;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Chrysaora achlyos;NO;842;63;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Chrysolina americana;NO;2227;105;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Chrysymenia wrightii;NO;0;40;R03585;A;0;0;1;0;Marine;NO;NO;NO;NO
Chymomyza amoena;NO;0;40;R03590;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cicer arietinum;NO;5983;34599;R03600;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cichorium calvum;NO;0;5;R03608;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ciconia abdimii;NO;641;36;R03616;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cilea silphoides;NO;0;1;R03621;C;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cinnamomum camphora;NO;8521;5514;R03654;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ciona robusta;NO;NA;NA;R19343;C;0;0;1;0;NA;NA;NA;NO;NA
Circulifer haematoceps;NO;0;212;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cirsium arvense;NO;3431;3601;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cirsium scabrum;NO;0;25;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cistus purpureus;NO;4975;27;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clambus simsoni;NO;0;3;R03725;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clarkia amoena;NO;2592;103;R03729;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clarkia bottae;NO;692;11;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clarkia purpurea;NO;1037;336;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clarkia unguiculata;NO;1767;394;R03733;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clavelina oblonga;NO;NA;NA;R03739;A;0;0;1;0;NA;NA;NA;NO;NA
Claytonia perfoliata;NO;3731;107;R03749;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Claytonia rubra;NO;253;33;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Claytonia sibirica;NO;1900;15;R03750;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clematis montana;NO;5054;300;R03759;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Clerodendrum bungei;NO;3202;168;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Coccura suwakoensis;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Codium taylorii;NO;0;31;R16387;A;0;0;1;0;Marine;NO;NO;NO;NO
Colinus virginianus;NO;1706;2750;R03872;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Columba livia;NO;5213;17754;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Columbina talpacoti;NO;2109;101;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Commelina communis;NO;2815;3425;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Commelina erecta;NO;1228;184;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Conoderus posticus;NO;0;3;R03939;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Conringia planisiliqua;NO;0;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Contarinia pseudotsugae;NO;0;12;R19567;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Coprosma repens;NO;3301;47;R04003;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Coptodisca juglandella;NO;0;1;R17765;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Coraebus rubi;NO;0;5;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Corbicula fluminea;NO;3672;7128;R04013;A;0;1;0;0;Freshwater;NO;YES;NO;NO
Corella eumyota;NO;NA;NA;R04047;A;0;0;1;0;NA;NA;NA;NO;NA
Cornus sanguinea;NO;8804;276;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Corticarina cavicollis;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Corvus albus;NO;2163;207;R04117;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Corylus colurna;NO;6427;408;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Corylus maxima;NO;3543;1572;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Corythauma ayyari;NO;0;17;R17944;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Corythucha arcuata;NO;1078;97;R04152;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cosmos sulphureus;NO;3203;231;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotinus coggygria;NO;8984;963;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cotoneaster ambiguus;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster ascendens;NO;0;1;R04178;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster boisianus;NO;0;0;R04182;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster bullatus;NO;1832;17;R04183;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster conspicuus;NO;0;2;R04188;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster coriaceus;NO;1195;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster dielsianus;NO;1504;17;R04193;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster divaricatus;NO;1106;14;R04194;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster ganghobaensis;NO;0;0;NA;NA;NA;NA;NA;NA;NA;NO;NO;NO;NA
Cotoneaster hylmoei;NO;0;0;R04209;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster lacteus;NO;6499;13;R04216;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster laetevirens;NO;0;0;R04217;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster lucidus;NO;3543;17;R04220;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster mairei;NO;0;3;R04221;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster moupinensis;NO;0;2;R04226;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster nanshan;NO;0;3;R04229;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster qungbixiensis;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster watereri;NO;1936;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cotoneaster zabelii;NO;0;12;R04258;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Crangon crangon;NO;3982;6564;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Crangonyx floridanus;NO;0;32;R19631;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Crangonyx pseudogracilis;NO;0;255;R04285;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Craspedacusta sowerbii;NO;2136;200;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;NO
Crassula arborescens;NO;4584;37;R04301;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Crassula helmsii;NO;2653;238;R04306;A;1;1;0;0;Freshwater_Terrestrial;NO;YES;NO;NO
Crataegus pedicellata;NO;1490;24;R04335;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Crepis bursifolia;NO;948;8;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Crinifer zonurus;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Crocosmia crocosmiiflora;NO;2045;84;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Crocothemis servilia;NO;0;81;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Crocus chrysanthus;NO;3204;70;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Crocus luteus;NO;0;63;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Crocus tommasinianus;NO;2339;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Crocus vernus;NO;2611;371;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ctenodrilus serratus;NO;0;131;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Ctenolepisma lineata;NO;1480;59;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ctenolepisma longicaudatum;NO;251;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cucurbita maxima;NO;6723;9591;R04540;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cucurbita moschata;NO;4860;5091;R04541;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cucurbita pepo;NO;7131;16646;R04542;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Culex modestus;NO;910;457;NA;NA;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;YES
Cuscuta epilinum;NO;0;89;R04578;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cuscuta lupuliformis;NO;0;101;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cuscuta monogyna;NO;289;62;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cyanopica cooki;NO;719;51;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cyanoramphus novaezelandiae;NO;1147;180;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cyclachaena xanthiifolia;NO;100;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cyclamen coum;NO;4645;133;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cyclopterus lumpus;NO;2777;1227;R04623;A;0;0;1;0;Marine;NO;NO;NO;NO
Cyclorhipidion fukiense;NO;0;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cyclorhipidion pelliculosum;NO;0;8;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cyclospermum leptophyllum;NO;957;43;R04626;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cydalima perspectalis;consideration;2363;165;R05027;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cygnus cygnus;NO;15801;22996;R04643;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Cygnus melancoryphus;NO;0;118;R04644;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cygnus olor;NO;2789;1699;R04645;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Cylas formicarius;NO;2065;902;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cylindroiulus apenninorum;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cylindroiulus dahli;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cylindroiulus sagittarius;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cymodoce fuscina;NO;0;3;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Cynara cardunculus;NO;4764;6159;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Cynara scolymus;NO;2875;6565;R04682;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cynoglossum amabile;NO;2652;69;R04686;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cynomys ludovicianus;NO;1268;2316;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cyperus alternifolius;NO;5335;951;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cystopteris bulbifera;NO;0;8;R04761;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cytisus striatus;NO;1619;690;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Daboecia cantabrica;NO;2103;79;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dactylogyrus anchoratus;NO;0;67;R04785;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Dactylopius coccus;NO;4710;537;R04794;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dactylorhiza grandis;NO;0;26;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dahlia coccinea;NO;2681;104;R04801;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Daktulosphaira vitifoliae;NO;1373;550;R17962;A;1;0;0;0;Terrestrial;NO;NO;YES;NO
Danae racemosa;NO;2586;79;R04812;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Darmera peltata;NO;4741;11;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dasineura gleditchiae;NO;0;27;R04831;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dasysiphonia japonica;NO;0;44;R07325;A;0;0;1;0;Marine;NO;NO;NO;NO
Datura innoxia;NO;2729;3341;R04851;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Decaisnea insignis;NO;0;65;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Delosperma cooperi;NO;4620;48;R04881;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dendostrea frons;NO;0;3;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Dermestes maculatus;NO;2241;933;R04947;C;1;0;0;0;Terrestrial;NO;NO;NO;NO
Desmanthus virgatus;NO;1347;179;R04975;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Diabrotica virgifera;NO;2297;3370;NA;NA;1;0;0;0;Terrestrial;NO;YES;NO;NO
Diadema setosum;NO;3701;671;R16608;A;0;0;1;0;Marine;NO;NO;NO;NO
Diadumene lineata;NO;718;60;R17485;A;0;0;1;0;Marine;NO;NO;NO;NO
Dianthus deltoides;NO;5373;573;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dianthus gratianopolitanus;NO;4042;72;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Diaspis echinocacti;NO;0;38;R05053;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dichanthelium clandestinum;NO;1293;45;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dichondra argentea;NO;3946;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dichondra micrantha;NO;1721;27;R05072;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dichromothrips corbetti;NO;0;7;R05075;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dicliptera squarrosa;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dicranopalpus larvatus;NO;0;6;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dictyota cyanoloma;NO;NA;NA;R18244;A;0;0;1;0;NA;NA;NA;NO;NA
Dicyphus pallicornis;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Diestota guadalupensis;NO;0;0;R05114;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Digitaria abyssinica;NO;0;49;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Digitaria setigera;NO;0;16;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dikerogammarus haemobaphes;NO;491;210;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;YES
Dikerogammarus villosus;NO;892;1173;NA;NA;0;1;0;0;Freshwater;NO;YES;NO;YES
Diodon hystrix;NO;919;159;R19960;C;1;1;1;0;Terrestrial_ Freshwater_ Marine;NO;NO;NO;NO
Diodora funiculata;NO;0;10;R16397;A;0;0;1;0;Marine;NO;NO;NO;NO
Diospyros virginiana;NO;3386;725;R05158;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Diplachne fusca;NO;0;338;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Diplosoma listerianum;NO;NA;NA;R05175;C;0;0;1;0;NA;NA;NA;NO;NA
Diplotaxis tenuifolia;NO;3861;966;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dipsacus strigosus;NO;0;8;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dolichandra unguis-cati;NO;1849;71;R18929;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dombeya wallichii;NO;2532;6;R05239;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Doronicum columnae;NO;0;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Doronicum pardalianches;NO;1090;26;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dorvillea similis;NO;0;3;R16612;A;0;0;1;0;Marine;NO;NO;NO;NO
Dreissena rostriformis;NO;0;834;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;YES
Drepanaphis acerifoliae;NO;0;1;R05294;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Drimiopsis maculata;NO;2942;45;R05303;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Drosophila suzukii;NO;7012;3063;R17012;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dryocosmus kuriphilus;NO;1790;700;R05325;A;1;0;0;0;Terrestrial;NO;NO;YES;NO
Dryopteris cycadina;NO;1248;21;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dryopteris erythrosora;NO;5689;213;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dryopteris oreades;NO;0;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Dyspanopeus sayi;NO;177;173;R05349;A;0;0;1;0;Marine;NO;NO;NO;NO
Dysphania anthelmintica;NO;0;20;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Dysphania aristata;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Earias roseifera;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Echinochloa oryzoides;NO;0;330;R05380;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Echinococcus multilocularis;NO;6168;7897;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Echinopsis albispinosa;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eclectus roratus;NO;3862;367;R19773;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
